 huidevent |         ot          |  mag  |   spassportcmd    |                                                                                                                                                                                                                                                 spassportentry                                                                                                                                                                                                                                                 
 700049QZ  | 2019/07/04 02:17:58 | 5.135 | PubFlagsAddImpact | Damaged Shaking Many 0 0 "Wikipedia" 1562899419 "Gongxian, China" "*NULL*"
 700049QZ  | 2019/07/04 02:17:58 | 5.135 | PubFlagsDelImpact | Damaged Shaking Many 0 0 "Wikipedia" 1562899419 "Gongxian, China" "*NULL*"
 700049QZ  | 2019/07/04 02:17:58 | 5.135 | PubFlagsAddImpact | Damaged Shaking Some 0 0 "Wikipedia" 1562899419 "Gongxian, China" "*NULL*"
 70004A0G  | 2019/07/04 17:33:49 | 6.468 | PubFlagsDelImpact | Damaged Shaking Some 0 0 "*NULL*" 1564581098 "*NULL*" "*NULL*"
 70004A0G  | 2019/07/04 17:33:49 | 6.468 | PubFlagsAddImpact | Damaged Shaking Many 0 0 "*NULL*" 1564581098 "*NULL*" "*NULL*"
 70004A0G  | 2019/07/04 17:33:49 | 6.468 | PubFlagsAddImpact | Damaged Shaking Some 0 0 "*NULL*" 1564581098 "*NULL*" "*NULL*"
 70004A0G  | 2019/07/04 17:33:49 | 6.468 | PubFlagsDelImpact | Damaged Shaking Many 0 0 "*NULL*" 1564581098 "*NULL*" "*NULL*"
 70004A0G  | 2019/07/04 17:33:49 | 6.468 | PubFlagsAddImpact | Injuries Shaking Exact 20 0 "*NULL*" 1564581079 "*NULL*" "*NULL*"
 70004A0G  | 2019/07/04 17:33:49 | 6.468 | PubFlagsAddImpact | Damaged Shaking Some 0 0 "*NULL*" 1564581098 "*NULL*" "*NULL*"
 70004BCC  | 2019/07/05 18:41:00 | 4.649 | PubFlagsAddImpact | Deaths Unknown Exact 1 0 "https://www.rp.pl/Kleski-zywiolowe/190709561-Wstrzas-w-kopalni-Polkowice-Sieroszowice-Nie-zyje-gornik.html" 1565091675 "*NULL*" "*NULL*"
 70004BN0  | 2019/07/06 03:19:53 | 7.067 | PubFlagsAddImpact | Injuries Shaking Exact 5 0 "*NULL*" 1565190459 "*NULL*" "*NULL*"
 70004BN0  | 2019/07/06 03:19:53 | 7.067 | PubFlagsAddImpact | Damaged Shaking Exact 50 0 "*NULL*" 1565190492 "*NULL*" "*NULL*"
 70004BN0  | 2019/07/06 03:19:53 | 7.067 | PubFlagsAddImpact | Damaged Other Exact 4 0 "*NULL*" 1565190554 "*NULL*" "fire from broken gas lines"
 70004BN0  | 2019/07/06 03:19:53 | 7.067 | PubFlagsAddImpact | DollarLoss Shaking AtLeast 100000000 0 "*NULL*" 1565190677 "*NULL*" "*NULL*"
 70004EJM  | 2019/07/08 07:00:32 | 5.569 | PubFlagsAddImpact | Damaged Shaking Some 0 0 "https://financialtribune.com/articles/national/98830/1-killed-over-100-injured-in-masjed-soleyman-quake" 1566187384 "*NULL*" "*NULL*"
 70004EJM  | 2019/07/08 07:00:32 | 5.569 | PubFlagsAddImpact | Injuries Shaking Estimate 100 0 "https://financialtribune.com/articles/national/98830/1-killed-over-100-injured-in-masjed-soleyman-quake" 1566187360 "*NULL*" "*NULL*"
 70004EJM  | 2019/07/08 07:00:32 | 5.569 | PubFlagsAddImpact | Deaths HeartAttack Exact 1 0 "https://financialtribune.com/articles/national/98830/1-killed-over-100-injured-in-masjed-soleyman-quake" 1566187341 "*NULL*" "*NULL*"
 70004FSK  | 2019/07/09 12:36:59 | 5.581 | PubFlagsAddImpact | Damaged Shaking Some 0 0 "*NULL*" 1566798589 "*NULL*" "*NULL*"
 70004FSK  | 2019/07/09 12:36:59 | 5.581 | PubFlagsAddImpact | Deaths HeartAttack Exact 1 0 "*NULL*" 1566798566 "*NULL*" "*NULL*"
 70004FSK  | 2019/07/09 12:36:59 | 5.581 | PubFlagsAddImpact | Injuries Shaking Exact 3 0 "*NULL*" 1566798578 "*NULL*" "*NULL*"
 70004FSK  | 2019/07/09 12:36:59 | 5.581 | PubFlagsAddImpact | Damaged Shaking AtLeast 239 0 "*NULL*" 1566798589 "*NULL*" "*NULL*"
 70004FSK  | 2019/07/09 12:36:59 | 5.581 | PubFlagsDelImpact | Damaged Shaking Some 0 0 "*NULL*" 1566798589 "*NULL*" "*NULL*"
 70004J9U  | 2019/07/12 20:42:55 | 5.818 | PubFlagsAddImpact | Injuries Unknown AtLeast 63 0 "https://www.cnnphilippines.com/regional/2019/7/14/surigao-del-sur-quake-injuries.html" 1565943742 "*NULL*" "*NULL*"
 70004J9U  | 2019/07/12 20:42:55 | 5.818 | PubFlagsAddImpact | Damaged Unknown Unknown 0 0 "https://www.cnnphilippines.com/regional/2019/7/14/surigao-del-sur-quake-injuries.html" 1565943764 "*NULL*" "*NULL*"
 70004J9U  | 2019/07/12 20:42:55 | 5.818 | PubFlagsDelImpact | Damaged Unknown Unknown 0 0 "https://www.cnnphilippines.com/regional/2019/7/14/surigao-del-sur-quake-injuries.html" 1565943764 "*NULL*" "*NULL*"
 70004J9U  | 2019/07/12 20:42:55 | 5.818 | PubFlagsAddImpact | Damaged Unknown Many 0 0 "https://www.cnnphilippines.com/regional/2019/7/14/surigao-del-sur-quake-injuries.html" 1565943764 "*NULL*" "*NULL*"
 70004JXE  | 2019/07/14 05:39:23 | 6.624 | PubFlagsAddImpact | Damaged Shaking Unknown 0 0 "Wikipedia Report" 1563144762 "*NULL*" "Only slight building damage--nothing specific mentioned."
 70004JYV  | 2019/07/14 09:10:52 | 7.232 | PubFlagsAddImpact | Deaths Other AtLeast 5 0 "https://www.washingtonpost.com/world/asia_pacific/at-least-1-dead-after-strong-quake-in-eastern-indonesia/2019/07/15/c2e7c18c-a6bb-11e9-8733-48c87235f396_story.html?utm_term=.3676bb48d51e" 1563320413 "*NULL*" "Collapsed houses."
 70004JYV  | 2019/07/14 09:10:52 | 7.232 | PubFlagsAddImpact | Damaged Shaking AtLeast 58 0 "*NULL*" 1563320446 "*NULL*" "*NULL*"
 70004JYV  | 2019/07/14 09:10:52 | 7.232 | PubFlagsDelImpact | Damaged Shaking AtLeast 58 0 "*NULL*" 1563320446 "*NULL*" "*NULL*"
 70004JYV  | 2019/07/14 09:10:52 | 7.232 | PubFlagsDelImpact | Deaths Other AtLeast 5 0 "https://www.washingtonpost.com/world/asia_pacific/at-least-1-dead-after-strong-quake-in-eastern-indonesia/2019/07/15/c2e7c18c-a6bb-11e9-8733-48c87235f396_story.html?utm_term=.3676bb48d51e" 1563320413 "*NULL*" "Collapsed houses."
 70004JYV  | 2019/07/14 09:10:52 | 7.232 | PubFlagsAddImpact | Deaths Other AtLeast 14 0 "https://www.washingtonpost.com/world/asia_pacific/at-least-1-dead-after-strong-quake-in-eastern-indonesia/2019/07/15/c2e7c18c-a6bb-11e9-8733-48c87235f396_story.html?utm_term=.3676bb48d51e" 1563320413 "*NULL*" "Collapsed houses."
 70004JYV  | 2019/07/14 09:10:52 | 7.232 | PubFlagsAddImpact | Damaged Shaking AtLeast 2914 0 "*NULL*" 1563320446 "*NULL*" "*NULL*"
 70004JYV  | 2019/07/14 09:10:52 | 7.232 | PubFlagsAddImpact | DollarLoss Unknown Estimate 1680000 0 "*NULL*" 1565306535 "*NULL*" "*NULL*"
 70004JYV  | 2019/07/14 09:10:52 | 7.232 | PubFlagsAddImpact | Displaced Unknown Estimate 41000 0 "*NULL*" 1565306551 "*NULL*" "*NULL*"
 70004JYV  | 2019/07/14 09:10:52 | 7.232 | PubFlagsAddImpact | Injuries Unknown AtLeast 129 0 "*NULL*" 1565306560 "*NULL*" "*NULL*"
 70004JYV  | 2019/07/14 09:10:52 | 7.232 | PubFlagsDelImpact | Displaced Unknown Estimate 41000 0 "*NULL*" 1565306551 "*NULL*" "*NULL*"
 70004JYV  | 2019/07/14 09:10:52 | 7.232 | PubFlagsAddImpact | DollarLoss Unknown Estimate 16000000 0 "*NULL*" 1565306535 "*NULL*" "*NULL*"
 70004JYV  | 2019/07/14 09:10:52 | 7.232 | PubFlagsDelImpact | DollarLoss Unknown Estimate 1680000 0 "*NULL*" 1565306535 "*NULL*" "*NULL*"
 70004JYV  | 2019/07/14 09:10:52 | 7.232 | PubFlagsAddImpact | Displaced Unknown Estimate 50000 0 "*NULL*" 1565306551 "*NULL*" "*NULL*"
 70004JYV  | 2019/07/14 09:10:52 | 7.232 | PubFlagsDelImpact | Damaged Shaking AtLeast 58 0 "*NULL*" 1563320446 "*NULL*" "Collapsed houses."
 70004L29  | 2019/07/16 00:18:37 |  5.72 | PubFlagsAddImpact | Injuries Unknown Exact 7 0 "Wikipedia Report, per Rafael." 1566075129 "*NULL*" "*NULL*"
 70004L29  | 2019/07/16 00:18:37 |  5.72 | PubFlagsAddImpact | Injuries Unknown Exact 7 0 "*NULL*" 1566075129 "*NULL*" "*NULL*"
 70004L29  | 2019/07/16 00:18:37 |  5.72 | PubFlagsAddImpact | Damaged Unknown Some 0 0 "Wikipedia Report, as per Rafael." 1566075180 "*NULL*" "*NULL*"
 70004L29  | 2019/07/16 00:18:37 |  5.72 | PubFlagsDelImpact | Injuries Unknown Exact 7 0 "*NULL*" 1566075129 "*NULL*" "*NULL*"
 70004L29  | 2019/07/16 00:18:37 |  5.72 | PubFlagsDelImpact | Damaged Unknown Some 0 0 "Wikipedia Report, as per Rafael." 1566075180 "*NULL*" "*NULL*"
 70004L29  | 2019/07/16 00:18:37 |  5.72 | PubFlagsAddImpact | Damaged Unknown Some 0 0 "Wikipedia Report, per Rafael." 1566075180 "*NULL*" "*NULL*"
 70004L29  | 2019/07/16 00:18:37 |  5.72 | PubFlagsAddImpact | Damaged Unknown Some 0 0 "Wikipedia Report, per Rafael." 1566075180 "*NULL*" "*NULL*"
 70004L29  | 2019/07/16 00:18:37 |  5.72 | PubFlagsDelImpact | Damaged Unknown Some 0 0 "Wikipedia Report, per Rafael." 1566075180 "*NULL*" "*NULL*"
 70004L29  | 2019/07/16 00:18:37 |  5.72 | PubFlagsAddImpact | Damaged Unknown Exact 57 0 "Wikipedia Report, per Rafael." 1566075180 "*NULL*" "*NULL*"
 70004L29  | 2019/07/16 00:18:37 |  5.72 | PubFlagsDelImpact | Damaged Unknown Some 0 0 "Wikipedia Report, per Rafael." 1566075180 "*NULL*" "*NULL*"
 70004NT3  | 2019/07/19 11:13:16 | 5.347 | PubFlagsAddImpact | Injuries Shaking Exact 3 0 "http://www.ansamed.info/ansamed/en/news/sections/generalnews/2019/07/19/strong-earthquake-shakes-athensno-serious-injuries-reported_a536a32f-dadb-4fd5-86f1-62e43b1c5bc6.html" 1566457306 "*NULL*" "*NULL*"
 70004NT3  | 2019/07/19 11:13:16 | 5.347 | PubFlagsAddImpact | Destroyed Shaking Unknown 0 0 "http://www.ansamed.info/ansamed/en/news/sections/generalnews/2019/07/19/strong-earthquake-shakes-athensno-serious-injuries-reported_a536a32f-dadb-4fd5-86f1-62e43b1c5bc6.html" 1566457272 "*NULL*" "*NULL*"
 70004NT3  | 2019/07/19 11:13:16 | 5.347 | PubFlagsAddImpact | Destroyed Shaking Some 0 0 "http://www.ansamed.info/ansamed/en/news/sections/generalnews/2019/07/19/strong-earthquake-shakes-athensno-serious-injuries-reported_a536a32f-dadb-4fd5-86f1-62e43b1c5bc6.html" 1566457272 "*NULL*" "*NULL*"
 70004NT3  | 2019/07/19 11:13:16 | 5.347 | PubFlagsDelImpact | Destroyed Shaking Unknown 0 0 "http://www.ansamed.info/ansamed/en/news/sections/generalnews/2019/07/19/strong-earthquake-shakes-athensno-serious-injuries-reported_a536a32f-dadb-4fd5-86f1-62e43b1c5bc6.html" 1566457272 "*NULL*" "*NULL*"
 600055SF  | 2019/07/24 19:33:10 | 4.096 | PubFlagsAddImpact | Deaths Shaking Exact 1 0 "*NULL*" 1566199965 "*NULL*" "*NULL*"
 600055SF  | 2019/07/24 19:33:10 | 4.096 | PubFlagsAddImpact | Destroyed Shaking Exact 1 0 "*NULL*" 1566199997 "*NULL*" "*NULL*"
 600055SF  | 2019/07/24 19:33:10 | 4.096 | PubFlagsAddImpact | Injuries Shaking Exact 1 0 "*NULL*" 1566199985 "*NULL*" "*NULL*"
 60004W8X  | 2019/07/26 23:37:58 | 5.965 | PubFlagsAddImpact | Deaths Unknown Exact 6 0 "Inquirer.net news report, Per Rafael" 1566073894 "*NULL*" "*NULL*"
 60004W8X  | 2019/07/26 23:37:58 | 5.965 | PubFlagsAddImpact | Damaged Unknown Exact 1 0 "*NULL*" 1566074393 "*NULL*" "*NULL*"
 60004W8X  | 2019/07/26 23:37:58 | 5.965 | PubFlagsAddImpact | Damaged Unknown Some 0 0 "*NULL*" 1566074393 "*NULL*" "*NULL*"
 60004W8X  | 2019/07/26 23:37:58 | 5.965 | PubFlagsDelImpact | Deaths Unknown Exact 6 0 "Inquirer.net news report, Per Rafael" 1566073894 "*NULL*" "*NULL*"
 60004W8X  | 2019/07/26 23:37:58 | 5.965 | PubFlagsAddImpact | Deaths Unknown Exact 9 0 "Inquirer.net news report, Per Rafael" 1566073894 "*NULL*" "*NULL*"
 60004W8X  | 2019/07/26 23:37:58 | 5.965 | PubFlagsDelImpact | Damaged Unknown Exact 1 0 "*NULL*" 1566074393 "*NULL*" "*NULL*"
 60004W8X  | 2019/07/26 23:37:58 | 5.965 | PubFlagsAddImpact | Injuries Unknown Exact 60 0 "*NULL*" 1570289471 "*NULL*" "*NULL*"
 60004ZHQ  | 2019/08/02 12:03:27 |  6.87 | PubFlagsAddImpact | Damaged Shaking AtLeast 139 0 "*NULL*" 1568614696 "*NULL*" "*NULL*"
 60004ZHQ  | 2019/08/02 12:03:27 |  6.87 | PubFlagsAddImpact | Injuries Unknown Exact 8 0 "*NULL*" 1568614714 "*NULL*" "*NULL*"
 60004ZHQ  | 2019/08/02 12:03:27 |  6.87 | PubFlagsAddImpact | Deaths HeartAttack Exact 1 0 "*NULL*" 1568614734 "*NULL*" "*NULL*"
 60004ZHQ  | 2019/08/02 12:03:27 |  6.87 | PubFlagsAddImpact | Deaths Unknown Exact 7 0 "*NULL*" 1568614745 "*NULL*" "*NULL*"
 60004ZHQ  | 2019/08/02 12:03:27 |  6.87 | PubFlagsDelImpact | Damaged Shaking AtLeast 139 0 "*NULL*" 1568614696 "*NULL*" "*NULL*"
 60004ZHQ  | 2019/08/02 12:03:27 |  6.87 | PubFlagsAddImpact | Deaths Unknown Exact 7 0 "*NULL*" 1568614745 "*NULL*" "*NULL*"
 60004ZHQ  | 2019/08/02 12:03:27 |  6.87 | PubFlagsAddImpact | Damaged Shaking Exact 505 0 "*NULL*" 1568614696 "*NULL*" "*NULL*"
 60004ZHQ  | 2019/08/02 12:03:27 |  6.87 | PubFlagsDelImpact | Deaths Unknown Exact 5 0 "*NULL*" 1568614745 "*NULL*" "*NULL*"
 60004ZHQ  | 2019/08/02 12:03:27 |  6.87 | PubFlagsAddImpact | Deaths Unknown Exact 5 0 "*NULL*" 1568614745 "*NULL*" "*NULL*"
 60004ZHQ  | 2019/08/02 12:03:27 |  6.87 | PubFlagsDelImpact | Deaths Unknown Exact 7 0 "*NULL*" 1568614745 "*NULL*" "*NULL*"
 600050LK  | 2019/08/04 19:51:16 | 5.351 | PubFlagsAddImpact | Damaged Unknown Unknown 0 0 "https://www.tribuneindia.com/news/world/5-injured-as-5-2-magnitude-quake-jolts-iran/813269.html" 1564989614 "Choram region of Iran's Kohgiluyeh and Boyer-Ahmad Province" "*NULL*"
 600050LK  | 2019/08/04 19:51:16 | 5.351 | PubFlagsAddImpact | Injuries Unknown Exact 5 0 "https://www.tribuneindia.com/news/world/5-injured-as-5-2-magnitude-quake-jolts-iran/813269.html" 1564989562 "*NULL*" "*NULL*"
 600050LK  | 2019/08/04 19:51:16 | 5.351 | PubFlagsDelImpact | Injuries Unknown Exact 5 0 "https://www.tribuneindia.com/news/world/5-injured-as-5-2-magnitude-quake-jolts-iran/813269.html" 1564989562 "*NULL*" "*NULL*"
 600050LK  | 2019/08/04 19:51:16 | 5.351 | PubFlagsAddImpact | Injuries Unknown Exact 5 0 "https://www.tribuneindia.com/news/world/5-injured-as-5-2-magnitude-quake-jolts-iran/813269.html" 1564989562 "Choram region of Iran's Kohgiluyeh and Boyer-Ahmad Province" "*NULL*"
 600050LK  | 2019/08/04 19:51:16 | 5.351 | PubFlagsAddImpact | Damaged Unknown Some 0 0 "https://www.tribuneindia.com/news/world/5-injured-as-5-2-magnitude-quake-jolts-iran/813269.html" 1564989614 "Choram region of Iran's Kohgiluyeh and Boyer-Ahmad Province" "*NULL*"
 600050LK  | 2019/08/04 19:51:16 | 5.351 | PubFlagsDelImpact | Damaged Unknown Unknown 0 0 "https://www.tribuneindia.com/news/world/5-injured-as-5-2-magnitude-quake-jolts-iran/813269.html" 1564989614 "Choram region of Iran's Kohgiluyeh and Boyer-Ahmad Province" "*NULL*"
 6000522G  | 2019/08/07 21:28:04 | 5.754 | PubFlagsAddImpact | Deaths Shaking Exact 1 0 "straitstimes.com" 1565279027 "*NULL*" "*NULL*"
 6000522G  | 2019/08/07 21:28:04 | 5.754 | PubFlagsAddImpact | Damaged Shaking Some 0 0 "*NULL*" 1569686252 "*NULL*" "*NULL*"
 6000529R  | 2019/08/08 11:25:31 | 5.854 | PubFlagsAddImpact | Damaged Unknown AtLeast 390 0 "https://en.trend.az/world/turkey/3102717.html" 1565334584 "*NULL*" "*NULL*"
 6000529R  | 2019/08/08 11:25:31 | 5.854 | PubFlagsAddImpact | Injuries Unknown Exact 80 0 "https://en.trend.az/world/turkey/3102717.html" 1565334471 "*NULL*" "*NULL*"
 6000529R  | 2019/08/08 11:25:31 | 5.854 | PubFlagsDelImpact | Injuries Unknown Exact 80 0 "https://en.trend.az/world/turkey/3102717.html" 1565334471 "*NULL*" "*NULL*"
 6000529R  | 2019/08/08 11:25:31 | 5.854 | PubFlagsAddImpact | Injuries Unknown Exact 78 0 "https://en.trend.az/world/turkey/3102717.html" 1565334471 "*NULL*" "*NULL*"
 600054JD  | 2019/08/13 15:50:02 |  4.87 | PubFlagsAddImpact | Injuries Shaking Exact 1 0 "https://andina.pe/agencia/noticia-sismo-ancash-dejo-una-persona-herida-y-danos-infraestructura-763319.aspx" 1566114409 "*NULL*" "*NULL*"
 600054JD  | 2019/08/13 15:50:02 |  4.87 | PubFlagsAddImpact | Damaged Shaking Some 0 0 "*NULL*" 1566114446 "*NULL*" "*NULL*"
 600055XA  | 2019/08/16 12:59:10 | 4.236 | PubFlagsAddImpact | Damaged Shaking Unknown 0 0 "http://www.kake.com/story/40926806/42-earthquake-near-hutchinson-rattles-kansas" 1569827027 "*NULL*" "*NULL*"
 600055XA  | 2019/08/16 12:59:10 | 4.236 | PubFlagsDelImpact | Damaged Shaking Unknown 0 0 "http://www.kake.com/story/40926806/42-earthquake-near-hutchinson-rattles-kansas" 1569827027 "*NULL*" "*NULL*"
 600055XA  | 2019/08/16 12:59:10 | 4.236 | PubFlagsAddImpact | Damaged Shaking Some 0 0 "www.kake.com" 1565932352 "*NULL*" "*NULL*"
 70005ALM  | 2019/08/31 15:09:22 | 5.432 | PubFlagsAddImpact | Damaged Unknown Unknown 0 0 "https://www.aninews.in/news/world/asia/60-magnitude-quake-rattles-myanmar20190901003701/" 1569832460 "NA" "*NULL*"
 70005ALM  | 2019/08/31 15:09:22 | 5.432 | PubFlagsAddImpact | Damaged Unknown Few 0 0 "https://www.aninews.in/news/world/asia/60-magnitude-quake-rattles-myanmar20190901003701/" 1569832460 "NA" "*NULL*"
 70005ALM  | 2019/08/31 15:09:22 | 5.432 | PubFlagsDelImpact | Damaged Unknown Unknown 0 0 "https://www.aninews.in/news/world/asia/60-magnitude-quake-rattles-myanmar20190901003701/" 1569832460 "NA" "*NULL*"
 70005DAR  | 2019/09/07 22:42:15 | 5.037 | PubFlagsAddImpact | Damaged Shaking Some 0 0 "Chinanews" 1567973072 "*NULL*" "*NULL*"
 70005DAR  | 2019/09/07 22:42:15 | 5.037 | PubFlagsAddImpact | Deaths Shaking Exact 1 0 "Chinanews" 1567973015 "*NULL*" "*NULL*"
 70005DAR  | 2019/09/07 22:42:15 | 5.037 | PubFlagsAddImpact | Injuries Shaking Exact 29 0 "Chinanews" 1567973041 "*NULL*" "*NULL*"
 70005DAR  | 2019/09/07 22:42:15 | 5.037 | PubFlagsDelImpact | Injuries Shaking Exact 29 0 "Chinanews" 1567973041 "*NULL*" "*NULL*"
 70005DAR  | 2019/09/07 22:42:15 | 5.037 | PubFlagsAddImpact | Injuries Shaking Exact 63 0 "Ecns.cn" 1568059441 "*NULL*" "*NULL*"
 70005DAR  | 2019/09/07 22:42:15 | 5.037 | PubFlagsAddImpact | Destroyed Shaking AtLeast 132 0 "Ecns.cn" 1568072184 "*NULL*" "*NULL*"
 70005DAR  | 2019/09/07 22:42:15 | 5.037 | PubFlagsAddImpact | Damaged Shaking AtLeast 4880 0 "Ecns.cn" 1568059472 "*NULL*" "*NULL*"
 70005DAR  | 2019/09/07 22:42:15 | 5.037 | PubFlagsDelImpact | Damaged Shaking Some 0 0 "Chinanews" 1567973072 "*NULL*" "*NULL*"
 70005DAR  | 2019/09/07 22:42:15 | 5.037 | PubFlagsAddImpact | Damaged Shaking AtLeast 5041 0 "Ecns.cn" 1568059472 "*NULL*" "*NULL*"
 70005DAR  | 2019/09/07 22:42:15 | 5.037 | PubFlagsDelImpact | Damaged Shaking AtLeast 4880 0 "Ecns.cn" 1568059472 "*NULL*" "*NULL*"
 70005DJ8  | 2019/09/09 00:38:46 | 5.385 | PubFlagsAddImpact | Deaths Unknown Exact 2 0 "Wikipedia Report/ Monday Sept 9 2019." 1569797542 "*NULL*" "*NULL*"
 70005DJ8  | 2019/09/09 00:38:46 | 5.385 | PubFlagsAddImpact | Injuries Unknown Exact 2 0 "Wikipedia Report/ Monday Sept 9 2019." 1569797542 "*NULL*" "*NULL*"
 70005DJ8  | 2019/09/09 00:38:46 | 5.385 | PubFlagsDelImpact | Deaths Unknown Exact 2 0 "Wikipedia Report/ Monday Sept 9 2019." 1569797542 "*NULL*" "*NULL*"
 70005DJ8  | 2019/09/09 00:38:46 | 5.385 | PubFlagsAddImpact | Injuries Unknown Exact 2 0 "*NULL*" 1571497313 "*NULL*" "*NULL*"
 70005DJ8  | 2019/09/09 00:38:46 | 5.385 | PubFlagsAddImpact | Damaged Unknown Unknown 0 0 "*NULL*" 1571497364 "*NULL*" "*NULL*"
 70005DJ8  | 2019/09/09 00:38:46 | 5.385 | PubFlagsAddImpact | Damaged Unknown Some 0 0 "*NULL*" 1571497364 "*NULL*" "*NULL*"
 70005DJ8  | 2019/09/09 00:38:46 | 5.385 | PubFlagsDelImpact | Damaged Unknown Unknown 0 0 "*NULL*" 1571497364 "*NULL*" "*NULL*"
 70005DJ8  | 2019/09/09 00:38:46 | 5.385 | PubFlagsAddImpact | Injuries Unknown Exact 2 0 "*NULL*" 1571497313 "*NULL*" "*NULL*"
 70005DJ8  | 2019/09/09 00:38:46 | 5.385 | PubFlagsDelImpact | Injuries Unknown Exact 2 0 "*NULL*" 1571497313 "*NULL*" "*NULL*"
 70005DJ8  | 2019/09/09 00:38:46 | 5.385 | PubFlagsDelImpact | Injuries Unknown Exact 2 0 "*NULL*" 1571497313 "*NULL*" "*NULL*"
 60005LRF  | 2019/09/21 14:04:26 | 5.645 | PubFlagsAddImpact | Injuries Unknown AtLeast 108 0 "https://english.republika.mk/news/balkans/108-injured-as-earthquakes-rattle-albanian-capital-and-coast/" 1569832572 "*NULL*" "*NULL*"
 60005LRF  | 2019/09/21 14:04:26 | 5.645 | PubFlagsAddImpact | Damaged Unknown AtLeast 120 0 "https://english.republika.mk/news/balkans/108-injured-as-earthquakes-rattle-albanian-capital-and-coast/" 1569832635 "*NULL*" "*NULL*"
 60005LRF  | 2019/09/21 14:04:26 | 5.645 | PubFlagsAddImpact | Damaged Unknown AtLeast 600 0 "https://english.republika.mk/news/balkans/108-injured-as-earthquakes-rattle-albanian-capital-and-coast/" 1569832635 "*NULL*" "*NULL*"
 60005LRF  | 2019/09/21 14:04:26 | 5.645 | PubFlagsDelImpact | Damaged Unknown AtLeast 120 0 "https://english.republika.mk/news/balkans/108-injured-as-earthquakes-rattle-albanian-capital-and-coast/" 1569832635 "*NULL*" "*NULL*"
 60005MQP  | 2019/09/24 11:01:55 | 5.404 | PubFlagsAddImpact | Deaths Unknown Exact 40 0 "*NULL*" 1573169691 "*NULL*" "*NULL*"
 60005MQP  | 2019/09/24 11:01:55 | 5.404 | PubFlagsAddImpact | Injuries Unknown AtLeast 852 0 "*NULL*" 1573169750 "*NULL*" "*NULL*"
 60005MQP  | 2019/09/24 11:01:55 | 5.404 | PubFlagsAddImpact | Damaged Unknown AtLeast 6000 0 "*NULL*" 1573169727 "*NULL*" "*NULL*"
 60005MQP  | 2019/09/24 11:01:55 | 5.404 | PubFlagsDelImpact | Deaths Unknown Exact 40 0 "*NULL*" 1573169691 "*NULL*" "*NULL*"
 60005MQP  | 2019/09/24 11:01:55 | 5.404 | PubFlagsAddImpact | Deaths Unknown AtLeast 40 0 "*NULL*" 1573169691 "*NULL*" "*NULL*"
 60005MQP  | 2019/09/24 11:01:55 | 5.404 | PubFlagsAddImpact | Damaged Unknown AtLeast 449 0 "*NULL*" 1573169727 "*NULL*" "*NULL*"
 60005MQP  | 2019/09/24 11:01:55 | 5.404 | PubFlagsDelImpact | Damaged Unknown AtLeast 6000 0 "*NULL*" 1573169727 "*NULL*" "*NULL*"
 60005MQP  | 2019/09/24 11:01:55 | 5.404 | PubFlagsAddImpact | Injuries Unknown AtLeast 850 0 "*NULL*" 1573169750 "*NULL*" "*NULL*"
 60005MQP  | 2019/09/24 11:01:55 | 5.404 | PubFlagsDelImpact | Injuries Unknown AtLeast 852 0 "*NULL*" 1573169750 "*NULL*" "*NULL*"
 60005MQP  | 2019/09/24 11:01:55 | 5.404 | PubFlagsAddImpact | Damaged Unknown AtLeast 454 0 "*NULL*" 1573169727 "*NULL*" "*NULL*"
 60005MQP  | 2019/09/24 11:01:55 | 5.404 | PubFlagsDelImpact | Damaged Unknown AtLeast 449 0 "*NULL*" 1573169727 "*NULL*" "*NULL*"
 60005MQP  | 2019/09/24 11:01:55 | 5.404 | PubFlagsAddImpact | Deaths Unknown AtLeast 4 0 "*NULL*" 1576795569 "Bhimbar" "*NULL*"
 60005MQP  | 2019/09/24 11:01:55 | 5.404 | PubFlagsDelImpact | Deaths Unknown AtLeast 40 0 "*NULL*" 1573169691 "*NULL*" "*NULL*"
 60005MQP  | 2019/09/24 11:01:55 | 5.404 | PubFlagsAddImpact | Deaths Unknown AtLeast 34 0 "*NULL*" 1573169691 "*NULL*" "*NULL*"
 60005MQP  | 2019/09/24 11:01:55 | 5.404 | PubFlagsDelImpact | Injuries Unknown AtLeast 850 0 "*NULL*" 1573169750 "*NULL*" "*NULL*"
 60005MQP  | 2019/09/24 11:01:55 | 5.404 | PubFlagsAddImpact | Injuries Unknown AtLeast 711 0 "*NULL*" 1573169750 "*NULL*" "*NULL*"
 60005MQP  | 2019/09/24 11:01:55 | 5.404 | PubFlagsDelImpact | Damaged Unknown AtLeast 454 0 "*NULL*" 1573169727 "*NULL*" "*NULL*"
 60005MQP  | 2019/09/24 11:01:55 | 5.404 | PubFlagsAddImpact | Damaged Unknown AtLeast 4044 0 "*NULL*" 1573169727 "*NULL*" "*NULL*"
 60005MQP  | 2019/09/24 11:01:55 | 5.404 | PubFlagsDelImpact | Damaged Unknown AtLeast 4044 0 "*NULL*" 1573169727 "*NULL*" "*NULL*"
 60005MQP  | 2019/09/24 11:01:55 | 5.404 | PubFlagsAddImpact | Damaged Unknown AtLeast 4185 0 "*NULL*" 1573169727 "*NULL*" "*NULL*"
