 huidevent |         ot          |  mag  |   spassportcmd    |                                                                                                                                                                                                                                                 spassportentry                                                                                                                                                                                                                                                 
 2000ACEQ  | 2017/08/28 07:20:56 | 4.846 | PubFlagsDelImpact | Damaged Unknown Exact 107 0 "peru.com" 1504082392 "*NULL*" "*NULL*"
 2000ACEQ  | 2017/08/28 07:20:56 | 4.846 | PubFlagsAddImpact | Destroyed Unknown Exact 2 0 "peru.com" 1504082325 "*NULL*" "https://peru.com/actualidad/nacionales/aumenta-99-numero-viviendas-afectadas-sismo-puno-noticia-531046"
 2000ACEQ  | 2017/08/28 07:20:56 | 4.846 | PubFlagsDelImpact | Destroyed Unknown Exact 2 0 "peru.com" 1504082325 "*NULL*" "*NULL*"
 2000AHV0  | 2017/09/08 04:49:19 | 8.157 | PubFlagsAddImpact | Destroyed Shaking Many 0 0 "*NULL*" 1505252938 "*NULL*" "*NULL*"
 2000AHV0  | 2017/09/08 04:49:19 | 8.157 | PubFlagsAddImpact | Deaths Shaking AtLeast 95 0 "*NULL*" 1505253033 "*NULL*" "*NULL*"
 2000AHV0  | 2017/09/08 04:49:19 | 8.157 | PubFlagsAddImpact | Injuries Shaking AtLeast 250 0 "*NULL*" 1505253064 "*NULL*" "*NULL*"
 2000AHV0  | 2017/09/08 04:49:19 | 8.157 | PubFlagsDelImpact | Deaths Shaking AtLeast 95 0 "*NULL*" 1505253033 "*NULL*" "*NULL*"
 2000AHV0  | 2017/09/08 04:49:19 | 8.157 | PubFlagsAddImpact | Deaths Shaking AtLeast 96 0 "*NULL*" 1505253033 "*NULL*" "*NULL*"
 2000AR20  | 2017/09/19 18:14:38 | 7.137 | PubFlagsAddImpact | Deaths Unknown AtLeast 245 0 "various" 1506008969 "various" "*NULL*"
 2000AR20  | 2017/09/19 18:14:38 | 7.137 | PubFlagsAddImpact | Destroyed Shaking AtLeast 44 0 "Various" 1506597418 "*NULL*" "*NULL*"
 2000AR20  | 2017/09/19 18:14:38 | 7.137 | PubFlagsDelImpact | Destroyed Shaking AtLeast 44 0 "Various" 1506597418 "*NULL*" "*NULL*"
 2000AR20  | 2017/09/19 18:14:38 | 7.137 | PubFlagsAddImpact | Destroyed Shaking AtLeast 44 0 "Various" 1506597418 "Mexico City" "*NULL*"
 2000AR20  | 2017/09/19 18:14:38 | 7.137 | PubFlagsAddImpact | Damaged Shaking Many 0 0 "Various" 1506597449 "Various" "*NULL*"
 2000AR20  | 2017/09/19 18:14:38 | 7.137 | PubFlagsDelImpact | Deaths Unknown AtLeast 245 0 "various" 1506008969 "various" "*NULL*"
 2000AR20  | 2017/09/19 18:14:38 | 7.137 | PubFlagsAddImpact | Deaths Unknown AtLeast 337 0 "various" 1506008969 "various" "*NULL*"
 2000AR20  | 2017/09/19 18:14:38 | 7.137 | PubFlagsAddImpact | Injuries Unknown AtLeast 5400 0 "Various" 1506597541 "Various" "*NULL*"
 2000AR20  | 2017/09/19 18:14:38 | 7.137 | PubFlagsDelImpact | Deaths Unknown AtLeast 337 0 "various" 1506008969 "various" "*NULL*"
 2000AR20  | 2017/09/19 18:14:38 | 7.137 | PubFlagsAddImpact | Deaths Unknown AtLeast 362 0 "various" 1506008969 "various" "*NULL*"
 2000AR20  | 2017/09/19 18:14:38 | 7.137 | PubFlagsDelImpact | Injuries Unknown AtLeast 5400 0 "Various" 1506597541 "Various" "*NULL*"
 2000AR20  | 2017/09/19 18:14:38 | 7.137 | PubFlagsAddImpact | Injuries Unknown AtLeast 6000 0 "Various" 1506597541 "Various" "*NULL*"
 2000ATJV  | 2017/09/23 12:53:01 | 6.063 | PubFlagsAddImpact | Destroyed Unknown Some 0 0 "*NULL*" 1506757498 "*NULL*" "*NULL*"
 2000ATJV  | 2017/09/23 12:53:01 | 6.063 | PubFlagsAddImpact | Deaths Unknown AtLeast 4 0 "*NULL*" 1506757487 "*NULL*" "*NULL*"
 2000ATJV  | 2017/09/23 12:53:01 | 6.063 | PubFlagsAddImpact | Injuries Unknown AtLeast 4 0 "*NULL*" 1506757678 "*NULL*" "*NULL*"
 2000ATJV  | 2017/09/23 12:53:01 | 6.063 | PubFlagsAddImpact | Injuries Unknown AtLeast 7 0 "*NULL*" 1506757678 "*NULL*" "*NULL*"
 2000ATJV  | 2017/09/23 12:53:01 | 6.063 | PubFlagsDelImpact | Injuries Unknown AtLeast 4 0 "*NULL*" 1506757678 "*NULL*" "*NULL*"
 2000ATJV  | 2017/09/23 12:53:01 | 6.063 | PubFlagsAddImpact | Deaths Unknown AtLeast 5 0 "*NULL*" 1506757487 "*NULL*" "*NULL*"
 2000ATJV  | 2017/09/23 12:53:01 | 6.063 | PubFlagsDelImpact | Deaths Unknown AtLeast 4 0 "*NULL*" 1506757487 "*NULL*" "*NULL*"
 1000AYZ8  | 2017/10/31 11:50:48 | 6.133 | PubFlagsAddImpact | Damaged Shaking Some 0 0 "*NULL*" 1509492968 "Ambon, Indonesia" "https://www.metro.pr/pr/noticias/2017/10/31/terremoto-remece-indonesia.html"
 2000BMCG  | 2017/11/12 18:18:17 |   7.3 | PubFlagsAddImpact | Deaths Unknown Exact 630 0 "https://en.wikipedia.org/wiki/2017_Iran%E2%80%93Iraq_earthquake" 1511509726 "*NULL*" "*NULL*"
 2000BMCG  | 2017/11/12 18:18:17 |   7.3 | PubFlagsAddImpact | Injuries Unknown AtLeast 7000 0 "https://en.wikipedia.org/wiki/2017_Iran%E2%80%93Iraq_earthquake" 1514101869 "*NULL*" "*NULL*"
 2000BMCG  | 2017/11/12 18:18:17 |   7.3 | PubFlagsAddImpact | Destroyed Unknown AtLeast 12000 0 "https://en.wikipedia.org/wiki/2017_Iran%E2%80%93Iraq_earthquake" 1514101889 "*NULL*" "*NULL*"
 2000BMCG  | 2017/11/12 18:18:17 |   7.3 | PubFlagsAddImpact | Damaged Unknown AtLeast 15000 0 "https://en.wikipedia.org/wiki/2017_Iran%E2%80%93Iraq_earthquake" 1514101914 "*NULL*" "*NULL*"
 2000BMCG  | 2017/11/12 18:18:17 |   7.3 | PubFlagsDelImpact | Deaths Unknown AtLeast 7 0 "https://en.wikipedia.org/wiki/2017_Iran%E2%80%93Iraq_earthquake" 1515236405 "Iran" "*NULL*"
 2000BMCG  | 2017/11/12 18:18:17 |   7.3 | PubFlagsDelImpact | Injuries Unknown AtLeast 7000 0 "https://en.wikipedia.org/wiki/2017_Iran%E2%80%93Iraq_earthquake" 1514101869 "*NULL*" "*NULL*"
 2000BMCG  | 2017/11/12 18:18:17 |   7.3 | PubFlagsAddImpact | Deaths Unknown Exact 630 0 "https://en.wikipedia.org/wiki/2017_Iran%E2%80%93Iraq_earthquake" 1511509726 "Iran" "*NULL*"
 2000BMCG  | 2017/11/12 18:18:17 |   7.3 | PubFlagsAddImpact | Injuries Unknown AtLeast 500 0 "https://en.wikipedia.org/wiki/2017_Iran%E2%80%93Iraq_earthquake" 1515236441 "Iraq" "*NULL*"
 2000BMCG  | 2017/11/12 18:18:17 |   7.3 | PubFlagsAddImpact | Damaged Unknown AtLeast 15000 0 "https://en.wikipedia.org/wiki/2017_Iran%E2%80%93Iraq_earthquake" 1514101914 "Iran" "*NULL*"
 2000BMCG  | 2017/11/12 18:18:17 |   7.3 | PubFlagsDelImpact | Damaged Unknown AtLeast 15000 0 "https://en.wikipedia.org/wiki/2017_Iran%E2%80%93Iraq_earthquake" 1514101914 "*NULL*" "*NULL*"
 2000BMCG  | 2017/11/12 18:18:17 |   7.3 | PubFlagsAddImpact | Destroyed Unknown AtLeast 12000 0 "https://en.wikipedia.org/wiki/2017_Iran%E2%80%93Iraq_earthquake" 1514101889 "Iran" "*NULL*"
 2000BMCG  | 2017/11/12 18:18:17 |   7.3 | PubFlagsDelImpact | Destroyed Unknown AtLeast 12000 0 "https://en.wikipedia.org/wiki/2017_Iran%E2%80%93Iraq_earthquake" 1514101889 "*NULL*" "*NULL*"
 2000BMCG  | 2017/11/12 18:18:17 |   7.3 | PubFlagsAddImpact | Injuries Unknown AtLeast 7000 0 "https://en.wikipedia.org/wiki/2017_Iran%E2%80%93Iraq_earthquake" 1514101869 "Iran" "*NULL*"
 2000BMCG  | 2017/11/12 18:18:17 |   7.3 | PubFlagsAddImpact | Deaths Unknown AtLeast 7 0 "https://en.wikipedia.org/wiki/2017_Iran%E2%80%93Iraq_earthquake" 1515236405 "Iraq" "*NULL*"
 2000BMCG  | 2017/11/12 18:18:17 |   7.3 | PubFlagsDelImpact | Deaths Unknown Exact 630 0 "https://en.wikipedia.org/wiki/2017_Iran%E2%80%93Iraq_earthquake" 1511509726 "*NULL*" "*NULL*"
 2000BMCG  | 2017/11/12 18:18:17 |   7.3 | PubFlagsAddImpact | Deaths Unknown AtLeast 7 0 "https://en.wikipedia.org/wiki/2017_Iran%E2%80%93Iraq_earthquake" 1515236405 "Iran" "*NULL*"
 2000BMCG  | 2017/11/12 18:18:17 |   7.3 | PubFlagsDelImpact | Injuries Unknown AtLeast 7000 0 "https://en.wikipedia.org/wiki/2017_Iran%E2%80%93Iraq_earthquake" 1514101869 "Iran" "*NULL*"
 2000BMCG  | 2017/11/12 18:18:17 |   7.3 | PubFlagsAddImpact | Injuries Unknown AtLeast 500 0 "https://en.wikipedia.org/wiki/2017_Iran%E2%80%93Iraq_earthquake" 1515236441 "Halabja, Iraq" "*NULL*"
 2000BMCG  | 2017/11/12 18:18:17 |   7.3 | PubFlagsDelImpact | Injuries Unknown AtLeast 500 0 "https://en.wikipedia.org/wiki/2017_Iran%E2%80%93Iraq_earthquake" 1515236441 "Iraq" "*NULL*"
 2000BMCG  | 2017/11/12 18:18:17 |   7.3 | PubFlagsAddImpact | Deaths Unknown Exact 620 0 "https://en.wikipedia.org/wiki/2017_Iran%E2%80%93Iraq_earthquake" 1511509726 "Sarpol-e-Zahab and Ezgeleh district, Iran" "*NULL*"
 2000BMCG  | 2017/11/12 18:18:17 |   7.3 | PubFlagsDelImpact | Deaths Unknown Exact 630 0 "https://en.wikipedia.org/wiki/2017_Iran%E2%80%93Iraq_earthquake" 1511509726 "Iran" "*NULL*"
 2000BMCG  | 2017/11/12 18:18:17 |   7.3 | PubFlagsDelImpact | Destroyed Unknown AtLeast 12000 0 "https://en.wikipedia.org/wiki/2017_Iran%E2%80%93Iraq_earthquake" 1514101889 "Iran" "*NULL*"
 2000BMCG  | 2017/11/12 18:18:17 |   7.3 | PubFlagsAddImpact | Destroyed Unknown AtLeast 12000 0 "https://en.wikipedia.org/wiki/2017_Iran%E2%80%93Iraq_earthquake" 1514101889 "Across 14 Iranian Provinces." "*NULL*"
 2000BMCG  | 2017/11/12 18:18:17 |   7.3 | PubFlagsDelImpact | Damaged Unknown AtLeast 15000 0 "https://en.wikipedia.org/wiki/2017_Iran%E2%80%93Iraq_earthquake" 1514101914 "Iran" "*NULL*"
 2000BMCG  | 2017/11/12 18:18:17 |   7.3 | PubFlagsAddImpact | Damaged Unknown AtLeast 15000 0 "https://en.wikipedia.org/wiki/2017_Iran%E2%80%93Iraq_earthquake" 1514101914 "Across 14 Iranian Provinces." "*NULL*"
 2000BMCG  | 2017/11/12 18:18:17 |   7.3 | PubFlagsDelImpact | Deaths Unknown AtLeast 7 0 "https://en.wikipedia.org/wiki/2017_Iran%E2%80%93Iraq_earthquake" 1515236405 "Iraq" "*NULL*"
 2000BMCG  | 2017/11/12 18:18:17 |   7.3 | PubFlagsAddImpact | Deaths Unknown AtLeast 10 0 "https://en.wikipedia.org/wiki/2017_Iran%E2%80%93Iraq_earthquake" 1515236405 "Halabja, Iraq" "*NULL*"
 2000BMCG  | 2017/11/12 18:18:17 |   7.3 | PubFlagsAddImpact | Homeless Shaking AtLeast 70000 0 "https://en.wikipedia.org/wiki/2017_Iran%E2%80%93Iraq_earthquake" 1515415828 "Across 14 Iranian Provinces." "*NULL*"
 2000BMCG  | 2017/11/12 18:18:17 |   7.3 | PubFlagsAddImpact | Deaths Unknown Exact 620 0 "https://en.wikipedia.org/wiki/2017_Iran%E2%80%93Iraq_earthquake" 1511509726 "Across 14 Iranian Provinces, more tha half in Sarpol-e-Zahab and Ezgeleh District, Iran" "*NULL*"
 2000BMCG  | 2017/11/12 18:18:17 |   7.3 | PubFlagsDelImpact | Deaths Unknown Exact 620 0 "https://en.wikipedia.org/wiki/2017_Iran%E2%80%93Iraq_earthquake" 1511509726 "Sarpol-e-Zahab and Ezgeleh district, Iran" "*NULL*"
 2000BMCG  | 2017/11/12 18:18:17 |   7.3 | PubFlagsDelImpact | Deaths Unknown Exact 620 0 "https://en.wikipedia.org/wiki/2017_Iran%E2%80%93Iraq_earthquake" 1511509726 "Across 14 Iranian Provinces, more tha half in Sarpol-e-Zahab and Ezgeleh District, Iran" "*NULL*"
 2000BMCG  | 2017/11/12 18:18:17 |   7.3 | PubFlagsAddImpact | Deaths Unknown Exact 620 0 "https://en.wikipedia.org/wiki/2017_Iran%E2%80%93Iraq_earthquake" 1511509726 "Across 14 Iranian Provinces, more tha half in Sarpol-e-Zahab and Ozgoleh District, Iran" "*NULL*"
 2000BMCG  | 2017/11/12 18:18:17 |   7.3 | PubFlagsDelImpact | Homeless Shaking AtLeast 70000 0 "https://en.wikipedia.org/wiki/2017_Iran%E2%80%93Iraq_earthquake" 1515415828 "Across 14 Iranian Provinces." "*NULL*"
 2000BMCG  | 2017/11/12 18:18:17 |   7.3 | PubFlagsAddImpact | Displaced Shaking AtLeast 70000 0 "https://en.wikipedia.org/wiki/2017_Iran%E2%80%93Iraq_earthquake" 1515415828 "in 14 Iranian provinces." "*NULL*"
 2000BMCG  | 2017/11/12 18:18:17 |   7.3 | PubFlagsAddImpact | Deaths Unknown AtLeast 10 0 "https://en.wikipedia.org/wiki/2017_Iran%E2%80%93Iraq_earthquake" 1515236405 "Halabjah, Iraq" "*NULL*"
 2000BMCG  | 2017/11/12 18:18:17 |   7.3 | PubFlagsDelImpact | Deaths Unknown AtLeast 10 0 "https://en.wikipedia.org/wiki/2017_Iran%E2%80%93Iraq_earthquake" 1515236405 "Halabja, Iraq" "*NULL*"
 2000BMCG  | 2017/11/12 18:18:17 |   7.3 | PubFlagsDelImpact | Deaths Unknown Exact 620 0 "https://en.wikipedia.org/wiki/2017_Iran%E2%80%93Iraq_earthquake" 1511509726 "Across 14 Iranian Provinces, more tha half in Sarpol-e-Zahab and Ozgoleh District, Iran" "*NULL*"
 2000BMCG  | 2017/11/12 18:18:17 |   7.3 | PubFlagsAddImpact | Deaths Unknown AtLeast 620 0 "https://en.wikipedia.org/wiki/2017_Iran%E2%80%93Iraq_earthquake" 1511509726 "in 14 Iranian provinces, more tha half in Sarpol-e-Zahab and atOzgoleh, Kermanshah" "*NULL*"
 2000BMCG  | 2017/11/12 18:18:17 |   7.3 | PubFlagsDelImpact | Injuries Unknown AtLeast 500 0 "https://en.wikipedia.org/wiki/2017_Iran%E2%80%93Iraq_earthquake" 1515236441 "Halabja, Iraq" "*NULL*"
 2000BMCG  | 2017/11/12 18:18:17 |   7.3 | PubFlagsAddImpact | Damaged Unknown AtLeast 15000 0 "https://en.wikipedia.org/wiki/2017_Iran%E2%80%93Iraq_earthquake" 1514101914 "in 14 Iranian provinces." "*NULL*"
 2000BMCG  | 2017/11/12 18:18:17 |   7.3 | PubFlagsDelImpact | Damaged Unknown AtLeast 15000 0 "https://en.wikipedia.org/wiki/2017_Iran%E2%80%93Iraq_earthquake" 1514101914 "Across 14 Iranian Provinces." "*NULL*"
 2000BMCG  | 2017/11/12 18:18:17 |   7.3 | PubFlagsAddImpact | Injuries Unknown AtLeast 500 0 "https://en.wikipedia.org/wiki/2017_Iran%E2%80%93Iraq_earthquake" 1515236441 "Halabjah, Iraq" "*NULL*"
 2000BMCG  | 2017/11/12 18:18:17 |   7.3 | PubFlagsAddImpact | Destroyed Unknown AtLeast 12000 0 "https://en.wikipedia.org/wiki/2017_Iran%E2%80%93Iraq_earthquake" 1514101889 "14 Iranian provinces." "*NULL*"
 2000BMCG  | 2017/11/12 18:18:17 |   7.3 | PubFlagsDelImpact | Destroyed Unknown AtLeast 12000 0 "https://en.wikipedia.org/wiki/2017_Iran%E2%80%93Iraq_earthquake" 1514101889 "Across 14 Iranian Provinces." "*NULL*"
 2000BMHE  | 2017/11/13 02:28:24 | 6.531 | PubFlagsAddImpact | Deaths HeartAttack Exact 3 0 "ticotimes.net, cnn.com" 1510622391 "*NULL*" "*NULL*"
 2000BMHE  | 2017/11/13 02:28:24 | 6.531 | PubFlagsDelImpact | Deaths HeartAttack Exact 3 0 "ticotimes.net, cnn.com" 1510622391 "*NULL*" "*NULL*"
 2000BMHE  | 2017/11/13 02:28:24 | 6.531 | PubFlagsAddImpact | Deaths HeartAttack Exact 3 0 "ticotimes.net, cnn.com" 1510622391 "Jaco and Coronado." "*NULL*"
 2000BNRS  | 2017/11/15 05:29:33 | 5.455 | PubFlagsAddImpact | Injuries Unknown AtLeast 7 0 "http://www.newsweek.com/rare-powerful-earthquake-strikes-south-korean-region-home-nuclear-power-plants-711904" 1513833112 "*NULL*" "*NULL*"
 2000BNRS  | 2017/11/15 05:29:33 | 5.455 | PubFlagsAddImpact | Damaged Unknown Unknown 0 0 "http://www.newsweek.com/rare-powerful-earthquake-strikes-south-korean-region-home-nuclear-power-plants-711904" 1513833235 "*NULL*" "*NULL*"
 2000BQSN  | 2017/11/17 22:34:19 | 6.402 | PubFlagsAddImpact | Injuries Unknown AtLeast 2 0 "News.China.com.cn" 1511024653 "*NULL*" "*NULL*"
 2000BQSN  | 2017/11/17 22:34:19 | 6.402 | PubFlagsAddImpact | Damaged Unknown Unknown 0 0 "News.China.com.cn" 1511024763 "*NULL*" "*NULL*"
 2000BTKH  | 2017/11/23 17:32:42 | 4.216 | PubFlagsAddImpact | Damaged Shaking Exact 1 0 "*NULL*" 1514966546 "*NULL*" "*NULL*"
 2000BTKH  | 2017/11/23 17:32:42 | 4.216 | PubFlagsDelImpact | Damaged Shaking Exact 1 0 "*NULL*" 1514966546 "*NULL*" "*NULL*"
 1000BJNZ  | 2017/12/01 02:32:46 |  6.05 | PubFlagsAddImpact | Injuries Shaking Estimate 42 0 "*NULL*" 1512512820 "*NULL*" "*NULL*"
 1000BJNZ  | 2017/12/01 02:32:46 |  6.05 | PubFlagsAddImpact | Damaged Shaking Estimate 40 0 "*NULL*" 1512512864 "*NULL*" "*NULL*"
 1000BJNZ  | 2017/12/01 02:32:46 |  6.05 | PubFlagsAddImpact | Damaged Shaking AtLeast 40 0 "*NULL*" 1512512864 "*NULL*" "*NULL*"
 1000BJNZ  | 2017/12/01 02:32:46 |  6.05 | PubFlagsDelImpact | Damaged Shaking Estimate 40 0 "*NULL*" 1512512864 "*NULL*" "*NULL*"
 1000BJNZ  | 2017/12/01 02:32:46 |  6.05 | PubFlagsAddImpact | Injuries Shaking AtLeast 42 0 "*NULL*" 1512512820 "*NULL*" "*NULL*"
 1000BJNZ  | 2017/12/01 02:32:46 |  6.05 | PubFlagsDelImpact | Injuries Shaking Estimate 42 0 "*NULL*" 1512512820 "*NULL*" "*NULL*"
 1000BKJH  | 2017/12/03 11:19:05 |   6.1 | PubFlagsAddImpact | Damaged Unknown AtLeast 1 0 "*NULL*" 1513556449 "*NULL*" "*NULL*"
 2000C3AG  | 2017/12/12 08:43:18 | 6.025 | PubFlagsAddImpact | Injuries Unknown AtLeast 18 0 "*NULL*" 1517526553 "*NULL*" "*NULL*"
 2000C3AG  | 2017/12/12 08:43:18 | 6.025 | PubFlagsAddImpact | Injuries Unknown Exact 18 0 "*NULL*" 1517526553 "*NULL*" "*NULL*"
 2000C3AG  | 2017/12/12 08:43:18 | 6.025 | PubFlagsDelImpact | Injuries Unknown AtLeast 18 0 "*NULL*" 1517526553 "*NULL*" "*NULL*"
 2000C3MI  | 2017/12/12 21:41:31 | 6.045 | PubFlagsAddImpact | Injuries Shaking AtLeast 58 0 "spanish.xinhuanet.com" 1513130630 "*NULL*" "*NULL*"
 2000C4V8  | 2017/12/15 16:47:58 | 6.518 | PubFlagsAddImpact | Deaths Unknown Exact 4 0 "http://www.glidenumber.net/glide/public/search/details.jsp?glide=21000" 1513843715 "*NULL*" "*NULL*"
 2000C4V8  | 2017/12/15 16:47:58 | 6.518 | PubFlagsAddImpact | Injuries Unknown Exact 36 0 "http://www.glidenumber.net/glide/public/search/details.jsp?glide=21000" 1513843784 "*NULL*" "*NULL*"
 2000C4V8  | 2017/12/15 16:47:58 | 6.518 | PubFlagsAddImpact | Damaged Unknown AtLeast 2935 0 "http://www.glidenumber.net/glide/public/search/details.jsp?glide=21000" 1513843818 "*NULL*" "*NULL*"
 2000C4V8  | 2017/12/15 16:47:58 | 6.518 | PubFlagsDelImpact | Damaged Unknown AtLeast 2935 0 "http://www.glidenumber.net/glide/public/search/details.jsp?glide=21000" 1513843818 "*NULL*" "*NULL*"
 2000C4V8  | 2017/12/15 16:47:58 | 6.518 | PubFlagsAddImpact | Damaged Unknown AtLeast 2953 0 "http://www.glidenumber.net/glide/public/search/details.jsp?glide=21000" 1513843818 "*NULL*" "*NULL*"
 2000C4V8  | 2017/12/15 16:47:58 | 6.518 | PubFlagsDelImpact | Damaged Unknown AtLeast 2953 0 "http://www.glidenumber.net/glide/public/search/details.jsp?glide=21000" 1513843818 "*NULL*" "*NULL*"
 2000C4V8  | 2017/12/15 16:47:58 | 6.518 | PubFlagsAddImpact | Damaged Unknown AtLeast 2953 0 "http://www.glidenumber.net/glide/public/search/details.jsp?glide=21000" 1513843818 "Java" "*NULL*"
 2000C4V8  | 2017/12/15 16:47:58 | 6.518 | PubFlagsAddImpact | Injuries Unknown Exact 36 0 "http://www.glidenumber.net/glide/public/search/details.jsp?glide=21000" 1513843784 "Java" "*NULL*"
 2000C4V8  | 2017/12/15 16:47:58 | 6.518 | PubFlagsDelImpact | Injuries Unknown Exact 36 0 "http://www.glidenumber.net/glide/public/search/details.jsp?glide=21000" 1513843784 "*NULL*" "*NULL*"
 2000C4V8  | 2017/12/15 16:47:58 | 6.518 | PubFlagsDelImpact | Deaths Unknown Exact 4 0 "http://www.glidenumber.net/glide/public/search/details.jsp?glide=21000" 1513843715 "*NULL*" "*NULL*"
 2000C4V8  | 2017/12/15 16:47:58 | 6.518 | PubFlagsAddImpact | Deaths Unknown Exact 4 0 "http://www.glidenumber.net/glide/public/search/details.jsp?glide=21000" 1513843715 "Bantul and Ciamis" "*NULL*"
 1000BTWI  | 2017/12/20 19:57:38 |  4.86 | PubFlagsAddImpact | Injuries Shaking AtLeast 97 0 "*NULL*" 1514913942 "*NULL*" "*NULL*"
 1000BTWI  | 2017/12/20 19:57:38 |  4.86 | PubFlagsAddImpact | Deaths Shaking Exact 1 0 "*NULL*" 1514913901 "*NULL*" "*NULL*"
 1000BTWI  | 2017/12/20 19:57:38 |  4.86 | PubFlagsAddImpact | Injuries Shaking AtLeast 117 0 "*NULL*" 1514913942 "*NULL*" "*NULL*"
 1000BTWI  | 2017/12/20 19:57:38 |  4.86 | PubFlagsDelImpact | Deaths Shaking Exact 1 0 "*NULL*" 1514913901 "*NULL*" "*NULL*"
 1000BTWI  | 2017/12/20 19:57:38 |  4.86 | PubFlagsAddImpact | Deaths Shaking Exact 2 0 "*NULL*" 1514913901 "*NULL*" "*NULL*"
 1000BTWI  | 2017/12/20 19:57:38 |  4.86 | PubFlagsDelImpact | Injuries Shaking AtLeast 97 0 "*NULL*" 1514913942 "*NULL*" "*NULL*"
 1000BWIJ  | 2017/12/26 21:24:33 | 3.965 | PubFlagsAddImpact | Injuries Shaking AtLeast 56 0 "www.reuters.com" 1514410160 "*NULL*" "*NULL*"
 1000BWIJ  | 2017/12/26 21:24:33 | 3.965 | PubFlagsAddImpact | Deaths HeartAttack Exact 1 0 "www.reuters.com" 1514410099 "*NULL*" "*NULL*"
 1000BX99  | 2017/12/28 20:11:14 |   3.7 | PubFlagsAddImpact | Damaged Shaking Exact 1 0 "*NULL*" 1514966833 "*NULL*" "*NULL*"
 1000BZ45  | 2018/01/02 20:59:38 | 4.744 | PubFlagsAddImpact | Injuries Other Exact 2 0 "Algerie Press Service (www.aps.dz)" 1515012024 "in Oued Djer area in Wilaya Blida" "*NULL*"
 1000BZ45  | 2018/01/02 20:59:38 | 4.744 | PubFlagsAddImpact | Damaged Shaking Exact 1 0 "Algerie Presse Service (www.aps.dz)" 1515013198 "at El Nessissa (unconfirmed) in Commune de Bou Medfaa" "*NULL*"
 1000BZB5  | 2018/01/03 13:38:40 | 5.206 | PubFlagsAddImpact | Damaged Unknown AtLeast 1 0 "*NULL*" 1514942956 "*NULL*" "https://www.elperiodiquito.com/noticias/78436/Danos-%E2%80%9Cmenores%E2%80%9D-causo-sismo-de-58-en-hospital-de-El-Salvador"
 1000C0LZ  | 2018/01/04 10:46:12 | 5.098 | PubFlagsAddImpact | Damaged Shaking Some 0 0 "www.news24.com (Cape Town, South Africa)" 1515105357 "in the Plav area." "*NULL*"
 1000C1FI  | 2018/01/06 15:22:09 | 5.022 | PubFlagsAddImpact | Injuries Shaking Exact 51 0 "www.firstpost.com (India) from IRNA and EFE reports" 1515365453 "42 injured at Sarpol-e Zahab and 9 injured at Gilan-e Gharb." "*NULL*"
 1000C1FI  | 2018/01/06 15:22:09 | 5.022 | PubFlagsAddImpact | Destroyed Shaking Some 0 0 "www.firstpost.com (India) from IRNA and EFE reports" 1515365691 "buildings damaged by Nov 12 quake destroyed by this one." "*NULL*"
 1000C2ZY  | 2018/01/10 02:51:33 | 7.539 | PubFlagsAddImpact | Damaged Shaking Many 0 0 "www.latribuna.hn" 1515635765 "Atlantida, Islas de la Bahia and Olancho" "*NULL*"
 2000CI3S  | 2018/01/11 06:59:30 | 5.508 | PubFlagsAddImpact | Injuries Unknown Exact 4 0 "Xinhua" 1515713470 "*NULL*" "*NULL*"
 2000CJFY  | 2018/01/14 09:18:46 | 7.114 | PubFlagsAddImpact | Deaths Unknown Exact 2 0 "*NULL*" 1519344497 "*NULL*" "*NULL*"
 2000CJFY  | 2018/01/14 09:18:46 | 7.114 | PubFlagsAddImpact | Injuries Unknown Estimate 104 0 "*NULL*" 1519344510 "*NULL*" "*NULL*"
 2000CJFY  | 2018/01/14 09:18:46 | 7.114 | PubFlagsAddImpact | Destroyed Unknown Estimate 63 0 "*NULL*" 1519344521 "*NULL*" "*NULL*"
 2000CJFY  | 2018/01/14 09:18:46 | 7.114 | PubFlagsAddImpact | Damaged Unknown Many 0 0 "*NULL*" 1519344530 "*NULL*" "*NULL*"
 2000CJFY  | 2018/01/14 09:18:46 | 7.114 | PubFlagsDelImpact | Destroyed Unknown AtLeast 100 0 "*NULL*" 1519344521 "*NULL*" "*NULL*"
 2000CJFY  | 2018/01/14 09:18:46 | 7.114 | PubFlagsAddImpact | Destroyed Unknown AtLeast 171 0 "*NULL*" 1519344521 "*NULL*" "*NULL*"
 2000CJFY  | 2018/01/14 09:18:46 | 7.114 | PubFlagsDelImpact | Destroyed Unknown Estimate 63 0 "*NULL*" 1519344521 "*NULL*" "*NULL*"
 2000CJFY  | 2018/01/14 09:18:46 | 7.114 | PubFlagsAddImpact | Destroyed Unknown AtLeast 100 0 "*NULL*" 1519344521 "*NULL*" "*NULL*"
 2000CJFY  | 2018/01/14 09:18:46 | 7.114 | PubFlagsAddImpact | Injuries Unknown Estimate 65 0 "*NULL*" 1519344510 "*NULL*" "*NULL*"
 2000CJFY  | 2018/01/14 09:18:46 | 7.114 | PubFlagsDelImpact | Injuries Unknown Estimate 104 0 "*NULL*" 1519344510 "*NULL*" "*NULL*"
 2000CJFY  | 2018/01/14 09:18:46 | 7.114 | PubFlagsDelImpact | Damaged Unknown Many 0 0 "*NULL*" 1519344530 "*NULL*" "*NULL*"
